0.25902,0.29512,0.32026,0.37811,0.29933
0.28974,0.28643,0.31712,0.32325,0.27231
0.27467,0.2878,0.28742,0.43554,0.2986
0.22814,0.29496,0.29604,0.40389,0.28569
0.2766,0.27516,0.28814,0.39679,0.23573
0.20395,0.222,0.24459,0.47562,0.19194
0.18413,0.22153,0.25789,0.37648,0.23437
0.17138,0.22574,0.19913,0.45826,0.1709
0.18149,0.18842,0.2032,0.49114,0.1545
0.17072,0.20636,0.24038,0.46604,0.22799
0.22884,0.23414,0.28521,0.32161,0.2349
0.22927,0.22936,0.2845,0.37504,0.23571
0.20712,0.22468,0.27966,0.56523,0.2291
0.20035,0.27989,0.2764,0.61805,0.29918
0.29092,0.29271,0.34272,0.40316,0.29535
0.27917,0.28023,0.2885,0.46828,0.24469
0.18961,0.19912,0.25125,0.38453,0.19739
0.19938,0.21858,0.25875,0.45178,0.21868
0.20287,0.24241,0.27824,0.51109,0.26162
0.23961,0.24727,0.25743,0.33976,0.21023
0.14411,0.14952,0.21525,0.4288,0.1653
0.12372,0.12285,0.16859,0.50465,0.12367
0.09252,0.09018,0.06426,0.60398,0.0029
0,0.00031,0.02069,0.69501,0.00522
0.01733,0.07682,0.11066,0.73958,0.09705
0.09131,0.08811,0.10151,0.51977,0.03918
0.0181,0.04627,0.0646,0.53337,0.06955
0.07905,0.09351,0.14469,0.50433,0.11158
0.07553,0.09959,0.15336,0.38526,0.12117
0.09522,0.11279,0.17959,0.30243,0.13318
0.11139,0.10726,0.1269,0.38991,0.07011
0.0264,0.02926,0.08812,0.40158,0.02427
0.00319,0,0.06496,0.5841,0
0.00805,0.00967,0.07631,0.41695,0.02985
0.01378,0.03122,0,1,0.0083
0.00751,0.10406,0.10026,0.56634,0.127
0.15324,0.17894,0.23106,0.7051,0.20094
0.20868,0.23249,0.27796,0.57417,0.25481
0.24768,0.24384,0.29618,0.58094,0.25973
0.23791,0.25482,0.29525,0.52685,0.2597
0.21205,0.26095,0.2867,0.50089,0.28316
0.26822,0.26513,0.29777,0.45607,0.26013
0.23711,0.2635,0.30409,0.39926,0.27226
0.26681,0.28405,0.33017,0.3298,0.28667
0.26334,0.26415,0.30035,0.38833,0.24724
0.22282,0.24492,0.27753,0.3921,0.26649
0.27441,0.28488,0.31309,0.48887,0.27345
0.26272,0.29951,0.33154,0.48396,0.31977
0.30619,0.35118,0.37934,0.39512,0.37018
0.34544,0.35875,0.39185,0.42164,0.37555
0.3567,0.35805,0.40468,0.40136,0.37636
0.36881,0.36971,0.36497,0.49494,0.32519
0.29968,0.31982,0.36236,0.43891,0.31606
0.32259,0.36586,0.39168,0.47359,0.38579
0.36194,0.38429,0.41973,0.79622,0.38741
0.35701,0.36493,0.40253,0.36694,0.37462
0.36477,0.37749,0.42088,0.30479,0.3977
0.36639,0.36294,0.36543,0.41055,0.31919
0.31485,0.31246,0.36691,0.32681,0.32481
0.31195,0.30837,0.34014,0.4775,0.29055
0.26668,0.27663,0.33575,0.27836,0.29497
0.2849,0.33321,0.33103,0.35799,0.3536
0.33192,0.35317,0.40121,0.32226,0.37255
0.38739,0.42936,0.45335,0.44681,0.44394
0.45474,0.45821,0.48715,0.3684,0.47636
0.47629,0.47361,0.50382,0.41374,0.47639
0.47814,0.48811,0.50696,0.45394,0.47502
0.44634,0.45963,0.50181,0.3657,0.46859
0.44788,0.45324,0.47961,0.28464,0.44626
0.41361,0.48607,0.47747,0.40743,0.50056
0.47215,0.4946,0.534,0.41701,0.50926
0.48521,0.49512,0.48317,0.60437,0.44233
0.42189,0.4419,0.46126,0.49774,0.44361
0.41081,0.41127,0.4558,0.28472,0.42146
0.41189,0.44252,0.43561,0.37267,0.39175
0.36014,0.3695,0.41745,0.40167,0.37134
0.36367,0.38426,0.42205,0.36953,0.38594
0.3568,0.36428,0.4084,0.32258,0.38491
0.37613,0.43394,0.44442,0.31612,0.45181
0.43696,0.44596,0.48473,0.31896,0.46279
0.40153,0.44399,0.45752,0.43301,0.44314
0.43588,0.45585,0.49046,0.29878,0.46915
0.44079,0.43774,0.4591,0.35737,0.42601
0.41518,0.43407,0.45333,0.41356,0.44914
0.44893,0.46829,0.50485,0.36603,0.46428
0.42318,0.43828,0.47182,0.30668,0.45388
0.43796,0.43525,0.45077,0.33754,0.41011
0.39513,0.40227,0.43589,0.30821,0.39311
0.40631,0.40651,0.4294,0.34101,0.3837
0.36729,0.37599,0.42634,0.28625,0.39268
0.40521,0.46886,0.47113,0.35011,0.48655
0.48883,0.54216,0.53781,0.54278,0.55454
0.5441,0.58413,0.59939,0.53537,0.59844
0.58757,0.60264,0.63472,0.50593,0.60947
0.60986,0.60967,0.62681,0.99507,0.60018
0.5941,0.61057,0.64442,0.38985,0.6102
0.58263,0.61789,0.63661,0.36216,0.62988
0.62854,0.63469,0.663,0.79354,0.63081
0.61957,0.62057,0.6516,0.34003,0.62084
0.62307,0.65172,0.66614,0.4938,0.65384
0.64875,0.64859,0.68322,0.34602,0.65717
0.6425,0.64055,0.65091,0.34726,0.62213
0.59464,0.63655,0.64049,0.36309,0.6052
0.55454,0.564,0.59309,0.33585,0.57521
0.57107,0.56901,0.59577,0.28308,0.57432
0.57364,0.60946,0.62147,0.33593,0.62364
0.59484,0.59263,0.59814,0.37852,0.59042
0.59279,0.60018,0.62753,0.32933,0.60528
0.56148,0.62546,0.6139,0.33338,0.63974
0.63327,0.63223,0.65931,0.26424,0.63035
0.61181,0.62246,0.63589,0.26234,0.62218
0.60538,0.64689,0.65268,0.30177,0.65586
0.51693,0.55131,0.52753,0.61565,0.56411
0.5222,0.56162,0.58133,0.32004,0.56718
0.55135,0.5749,0.60408,0.33756,0.58391
0.59096,0.60905,0.638,0.28617,0.62233
0.63577,0.65854,0.67845,0.57583,0.66459
0.66291,0.68367,0.71033,0.32665,0.68507
0.69566,0.70522,0.73718,0.30199,0.70644
0.69697,0.69643,0.71574,0.26868,0.68891
0.6778,0.68635,0.71467,0.3049,0.68989
0.68191,0.68188,0.70022,0.26636,0.68248
0.71448,0.74492,0.75747,0.29232,0.75549
0.76037,0.77147,0.79203,0.36645,0.7823
0.77983,0.78369,0.7989,0.39223,0.78152
0.76713,0.79462,0.80233,0.30153,0.80448
0.79268,0.80672,0.80681,0.44974,0.79257
0.79196,0.80274,0.79929,0.32415,0.77607
0.76638,0.77842,0.79083,0.33189,0.78609
0.76697,0.79385,0.808,0.31555,0.80491
0.80155,0.80178,0.80365,0.2927,0.77678
0.76913,0.78302,0.79711,0.27794,0.79247
0.76929,0.83068,0.81023,0.29281,0.84013
0.82779,0.83262,0.83895,0.30328,0.81742
0.81013,0.84301,0.83651,0.36742,0.83011
0.82944,0.84802,0.86199,0.47546,0.85559
0.84556,0.84577,0.86482,0.30831,0.84157
0.83836,0.86694,0.84535,0.37673,0.84058
0.83484,0.85448,0.85536,0.33509,0.83369
0.82854,0.82773,0.81617,0.32125,0.79431
0.81042,0.81013,0.81069,0.32495,0.79747
0.81054,0.85562,0.84518,0.31011,0.8641
0.86846,0.87325,0.89665,0.34213,0.87832
0.87615,0.87576,0.86819,0.40235,0.86162
0.85502,0.85598,0.83294,0.34444,0.80968
0.79646,0.81,0.82118,0.3787,0.81818
0.81324,0.85299,0.85203,0.54184,0.85854
0.84656,0.85198,0.85011,0.45647,0.84361
0.8309,0.84409,0.85162,0.34566,0.83428
0.83556,0.85629,0.87148,0.32421,0.8591
0.85892,0.85934,0.87246,0.38434,0.8559
0.84489,0.85327,0.8566,0.29779,0.83685
0.82502,0.8312,0.84032,0.37486,0.83859
0.83538,0.84097,0.85991,0.29183,0.84752
0.84584,0.85234,0.84206,0.43094,0.8182
0.81782,0.82127,0.82477,0.28754,0.80829
0.80209,0.82078,0.82295,0.24846,0.8259
0.83448,0.88726,0.87013,0.29323,0.89497
0.88964,0.92272,0.92369,0.75699,0.91609
0.90998,0.91964,0.92652,0.48737,0.91026
0.91139,0.92525,0.93047,0.38352,0.92792
0.94036,0.99077,0.96891,0.3925,0.99521
1,1,1,0.59941,0.98257
0.97265,0.99568,0.99169,0.43985,1
0.98231,0.98472,0.97382,0.34949,0.95671
0.87879,0.88537,0.89751,0.36827,0.88047
0.86733,0.8817,0.89248,0.36782,0.88602
0.8844,0.88796,0.89988,0.28275,0.89407
0.90342,0.93743,0.92199,0.54614,0.91289
0.90733,0.92536,0.93334,0.25289,0.92729
