0.92154,0.9213,0.92621,0.2633,0.91089
0.90828,0.92667,0.92525,0.29029,0.91152
0.95098,0.96105,0.96381,0.34268,0.95709
0.95478,0.95684,0.95543,0.37128,0.93897
0.91733,0.91773,0.90503,0.3234,0.88423
0.887,0.89651,0.89325,0.29593,0.87583
0.86761,0.89576,0.89931,0.32678,0.89538
0.90951,0.91313,0.8299,0.78026,0.81773
0.80093,0.82861,0.82844,0.36219,0.82777
0.84445,0.88447,0.86666,0.2649,0.89182
0.89784,0.90434,0.91509,0.36783,0.90749
0.91653,0.91639,0.91284,0.30867,0.89477
0.89717,0.90305,0.89045,0.32269,0.87742
0.87301,0.87335,0.88046,0.29371,0.87139
0.88003,0.88478,0.89969,0.20193,0.87704
0.8472,0.85156,0.8218,0.42908,0.80869
0.80736,0.81171,0.82585,0.32086,0.81376
0.8171,0.81737,0.80494,0.39653,0.78198
0.78785,0.8534,0.82877,0.42434,0.86145
0.86057,0.86045,0.86748,0.34111,0.85196
0.85844,0.87506,0.8874,0.31683,0.87229
0.86628,0.86581,0.87483,0.30879,0.86909
0.86692,0.8802,0.89021,0.30838,0.87711
0.87301,0.87281,0.88029,0.37994,0.86821
0.8399,0.83903,0.84827,0.44451,0.82984
0.81409,0.82225,0.82606,0.49586,0.82984
0.8233,0.83719,0.84115,0.34856,0.84131
0.84764,0.84986,0.85768,0,0.83511
0.83777,0.84539,0.85684,0.32557,0.83539
0.78103,0.7833,0.80432,0.30448,0.77875
0.75895,0.77718,0.79057,0.33767,0.76409
0.76088,0.75978,0.75421,0.45649,0.73826
0.77741,0.77625,0.79311,0.34254,0.7702
0.77959,0.78842,0.79246,0.3928,0.79366
0.53667,0.74541,0.56356,0.65207,0.73737
0.78761,0.80861,0.80712,0.54011,0.78468
0.73674,0.73735,0.69898,0.54865,0.6689
0.64842,0.64841,0.60712,0.75036,0.57412
0.6077,0.60783,0.6053,0.55412,0.57571
0.556,0.57744,0.59136,0.38309,0.55974
0.55212,0.56591,0.58561,0.31736,0.55679
0.55446,0.55221,0.52243,0.4434,0.48363
0.49639,0.5091,0.53285,0.42445,0.52056
0.52829,0.52778,0.54959,0.36064,0.5362
0.50803,0.5121,0.53975,0.53464,0.50199
0.50605,0.56245,0.55134,0.35375,0.57707
0.54343,0.57498,0.59433,0.37972,0.58343
0.5696,0.60127,0.62413,0.37977,0.59112
0.59047,0.62034,0.62918,0.50729,0.63268
0.62741,0.6289,0.65112,0.30971,0.61673
0.58091,0.5816,0.59603,0.33978,0.5632
0.5476,0.5726,0.58971,0.24148,0.58436
0.5807,0.59163,0.62516,0.21691,0.59163
0.58855,0.5977,0.5996,0.33608,0.57089
0.58017,0.63171,0.63517,0.27632,0.64395
0.64165,0.64138,0.67838,0.29221,0.65147
0.62055,0.61848,0.63646,0.20117,0.60558
0.60281,0.61755,0.63711,0.3673,0.63131
0.61988,0.61783,0.64157,0.28115,0.61146
0.56798,0.61602,0.6209,0.36239,0.5969
0.59358,0.59163,0.62353,0.40873,0.58976
0.56675,0.56774,0.60791,0.19955,0.57205
0.55883,0.5634,0.59254,0.24486,0.56098
0.55639,0.55743,0.58799,0.23535,0.55033
0.52451,0.52326,0.54569,0.23294,0.50886
0.48783,0.51093,0.53472,0.23615,0.51221
0.48402,0.48377,0.5116,0.19849,0.47311
0.45829,0.52233,0.51635,0.22457,0.53598
0.52641,0.55123,0.57608,0.24179,0.53698
0.5177,0.55668,0.57244,0.35509,0.57167
0.56348,0.60109,0.61745,0.24365,0.61315
